"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EMP","MEN","THND_PER","Q","1969-Q3",3552.75,
"AUS","EMP","MEN","THND_PER","Q","1969-Q4",3574.367,
"AUS","EMP","MEN","THND_PER","Q","1970-Q1",3618.712,
"AUS","EMP","MEN","THND_PER","Q","1970-Q2",3637.44,
"AUS","EMP","MEN","THND_PER","Q","1970-Q3",3654.265,
"AUS","EMP","MEN","THND_PER","Q","1970-Q4",3663.201,
"AUS","EMP","MEN","THND_PER","Q","1971-Q1",3684.146,
"AUS","EMP","MEN","THND_PER","Q","1971-Q2",3700.691,
"AUS","EMP","MEN","THND_PER","Q","1971-Q3",3720.369,
"AUS","EMP","MEN","THND_PER","Q","1971-Q4",3723.829,
"AUS","EMP","MEN","THND_PER","Q","1972-Q1",3730.256,
"AUS","EMP","MEN","THND_PER","Q","1972-Q2",3747.818,
"AUS","EMP","MEN","THND_PER","Q","1972-Q3",3766.941,
"AUS","EMP","MEN","THND_PER","Q","1972-Q4",3788.095,
"AUS","EMP","MEN","THND_PER","Q","1973-Q1",3794.074,
"AUS","EMP","MEN","THND_PER","Q","1973-Q2",3794.93,
"AUS","EMP","MEN","THND_PER","Q","1973-Q3",3850.99,
"AUS","EMP","MEN","THND_PER","Q","1973-Q4",3861.663,
"AUS","EMP","MEN","THND_PER","Q","1974-Q1",3883.021,
"AUS","EMP","MEN","THND_PER","Q","1974-Q2",3882.345,
"AUS","EMP","MEN","THND_PER","Q","1974-Q3",3859.38,
"AUS","EMP","MEN","THND_PER","Q","1974-Q4",3850.425,
"AUS","EMP","MEN","THND_PER","Q","1975-Q1",3821.996,
"AUS","EMP","MEN","THND_PER","Q","1975-Q2",3826.412,
"AUS","EMP","MEN","THND_PER","Q","1975-Q3",3834.496,
"AUS","EMP","MEN","THND_PER","Q","1975-Q4",3841.647,
"AUS","EMP","MEN","THND_PER","Q","1976-Q1",3855.504,
"AUS","EMP","MEN","THND_PER","Q","1976-Q2",3873.711,
"AUS","EMP","MEN","THND_PER","Q","1976-Q3",3849.751,
"AUS","EMP","MEN","THND_PER","Q","1976-Q4",3873.683,
"AUS","EMP","MEN","THND_PER","Q","1977-Q1",3881.754,
"AUS","EMP","MEN","THND_PER","Q","1977-Q2",3878.355,
"AUS","EMP","MEN","THND_PER","Q","1977-Q3",3881.005,
"AUS","EMP","MEN","THND_PER","Q","1977-Q4",3875.266,"B"
"AUS","EMP","MEN","THND_PER","Q","1978-Q1",3883.244,
"AUS","EMP","MEN","THND_PER","Q","1978-Q2",3885.181,
"AUS","EMP","MEN","THND_PER","Q","1978-Q3",3872.854,
"AUS","EMP","MEN","THND_PER","Q","1978-Q4",3881.161,
"AUS","EMP","MEN","THND_PER","Q","1979-Q1",3898.519,
"AUS","EMP","MEN","THND_PER","Q","1979-Q2",3918.605,
"AUS","EMP","MEN","THND_PER","Q","1979-Q3",3938.074,
"AUS","EMP","MEN","THND_PER","Q","1979-Q4",3956.122,
"AUS","EMP","MEN","THND_PER","Q","1980-Q1",3965.611,
"AUS","EMP","MEN","THND_PER","Q","1980-Q2",3983.078,
"AUS","EMP","MEN","THND_PER","Q","1980-Q3",4002.646,
"AUS","EMP","MEN","THND_PER","Q","1980-Q4",4028.909,
"AUS","EMP","MEN","THND_PER","Q","1981-Q1",4057.895,
"AUS","EMP","MEN","THND_PER","Q","1981-Q2",4073.054,
"AUS","EMP","MEN","THND_PER","Q","1981-Q3",4081.289,
"AUS","EMP","MEN","THND_PER","Q","1981-Q4",4062.613,
"AUS","EMP","MEN","THND_PER","Q","1982-Q1",4087.41,
"AUS","EMP","MEN","THND_PER","Q","1982-Q2",4074.805,
"AUS","EMP","MEN","THND_PER","Q","1982-Q3",4053.836,
"AUS","EMP","MEN","THND_PER","Q","1982-Q4",4004.185,
"AUS","EMP","MEN","THND_PER","Q","1983-Q1",3943.199,
"AUS","EMP","MEN","THND_PER","Q","1983-Q2",3922.762,
"AUS","EMP","MEN","THND_PER","Q","1983-Q3",3935.432,
"AUS","EMP","MEN","THND_PER","Q","1983-Q4",3968.34,
"AUS","EMP","MEN","THND_PER","Q","1984-Q1",4007.751,
"AUS","EMP","MEN","THND_PER","Q","1984-Q2",4038.096,
"AUS","EMP","MEN","THND_PER","Q","1984-Q3",4051.133,
"AUS","EMP","MEN","THND_PER","Q","1984-Q4",4056.105,
"AUS","EMP","MEN","THND_PER","Q","1985-Q1",4075.994,
"AUS","EMP","MEN","THND_PER","Q","1985-Q2",4096.357,
"AUS","EMP","MEN","THND_PER","Q","1985-Q3",4139.912,
"AUS","EMP","MEN","THND_PER","Q","1985-Q4",4180.162,
"AUS","EMP","MEN","THND_PER","Q","1986-Q1",4210.011,"B"
"AUS","EMP","MEN","THND_PER","Q","1986-Q2",4238.851,
"AUS","EMP","MEN","THND_PER","Q","1986-Q3",4234.945,
"AUS","EMP","MEN","THND_PER","Q","1986-Q4",4235.286,
"AUS","EMP","MEN","THND_PER","Q","1987-Q1",4252.262,
"AUS","EMP","MEN","THND_PER","Q","1987-Q2",4277.795,
"AUS","EMP","MEN","THND_PER","Q","1987-Q3",4308.112,
"AUS","EMP","MEN","THND_PER","Q","1987-Q4",4308.422,
"AUS","EMP","MEN","THND_PER","Q","1988-Q1",4377.291,
"AUS","EMP","MEN","THND_PER","Q","1988-Q2",4404.521,
"AUS","EMP","MEN","THND_PER","Q","1988-Q3",4426.566,
"AUS","EMP","MEN","THND_PER","Q","1988-Q4",4465.51,
"AUS","EMP","MEN","THND_PER","Q","1989-Q1",4505.579,
"AUS","EMP","MEN","THND_PER","Q","1989-Q2",4557.138,
"AUS","EMP","MEN","THND_PER","Q","1989-Q3",4588.7,
"AUS","EMP","MEN","THND_PER","Q","1989-Q4",4608.771,
"AUS","EMP","MEN","THND_PER","Q","1990-Q1",4609.803,
"AUS","EMP","MEN","THND_PER","Q","1990-Q2",4622.091,
"AUS","EMP","MEN","THND_PER","Q","1990-Q3",4603.375,
"AUS","EMP","MEN","THND_PER","Q","1990-Q4",4559.201,
"AUS","EMP","MEN","THND_PER","Q","1991-Q1",4504.129,
"AUS","EMP","MEN","THND_PER","Q","1991-Q2",4454.405,
"AUS","EMP","MEN","THND_PER","Q","1991-Q3",4418.548,
"AUS","EMP","MEN","THND_PER","Q","1991-Q4",4408.674,
"AUS","EMP","MEN","THND_PER","Q","1992-Q1",4412.014,
"AUS","EMP","MEN","THND_PER","Q","1992-Q2",4405.083,
"AUS","EMP","MEN","THND_PER","Q","1992-Q3",4407.717,
"AUS","EMP","MEN","THND_PER","Q","1992-Q4",4373.648,
"AUS","EMP","MEN","THND_PER","Q","1993-Q1",4383.366,
"AUS","EMP","MEN","THND_PER","Q","1993-Q2",4384.918,
"AUS","EMP","MEN","THND_PER","Q","1993-Q3",4403.608,
"AUS","EMP","MEN","THND_PER","Q","1993-Q4",4440.674,
"AUS","EMP","MEN","THND_PER","Q","1994-Q1",4469.32,
"AUS","EMP","MEN","THND_PER","Q","1994-Q2",4507.229,
"AUS","EMP","MEN","THND_PER","Q","1994-Q3",4559.69,
"AUS","EMP","MEN","THND_PER","Q","1994-Q4",4585.812,
"AUS","EMP","MEN","THND_PER","Q","1995-Q1",4631.208,
"AUS","EMP","MEN","THND_PER","Q","1995-Q2",4654.726,
"AUS","EMP","MEN","THND_PER","Q","1995-Q3",4679.472,
"AUS","EMP","MEN","THND_PER","Q","1995-Q4",4689.055,
"AUS","EMP","MEN","THND_PER","Q","1996-Q1",4699.941,
"AUS","EMP","MEN","THND_PER","Q","1996-Q2",4720.723,
"AUS","EMP","MEN","THND_PER","Q","1996-Q3",4720.22,
"AUS","EMP","MEN","THND_PER","Q","1996-Q4",4717.992,
"AUS","EMP","MEN","THND_PER","Q","1997-Q1",4725.18,
"AUS","EMP","MEN","THND_PER","Q","1997-Q2",4725.677,
"AUS","EMP","MEN","THND_PER","Q","1997-Q3",4730.899,
"AUS","EMP","MEN","THND_PER","Q","1997-Q4",4775.325,
"AUS","EMP","MEN","THND_PER","Q","1998-Q1",4792.735,
"AUS","EMP","MEN","THND_PER","Q","1998-Q2",4802.433,
"AUS","EMP","MEN","THND_PER","Q","1998-Q3",4811.862,
"AUS","EMP","MEN","THND_PER","Q","1998-Q4",4836.59,
"AUS","EMP","MEN","THND_PER","Q","1999-Q1",4860.792,
"AUS","EMP","MEN","THND_PER","Q","1999-Q2",4876.225,
"AUS","EMP","MEN","THND_PER","Q","1999-Q3",4900.181,
"AUS","EMP","MEN","THND_PER","Q","1999-Q4",4916.507,
"AUS","EMP","MEN","THND_PER","Q","2000-Q1",4936.294,
"AUS","EMP","MEN","THND_PER","Q","2000-Q2",4971.531,
"AUS","EMP","MEN","THND_PER","Q","2000-Q3",5007.315,
"AUS","EMP","MEN","THND_PER","Q","2000-Q4",4989.298,
"AUS","EMP","MEN","THND_PER","Q","2001-Q1",4982.9,
"AUS","EMP","MEN","THND_PER","Q","2001-Q2",4994.945,
"AUS","EMP","MEN","THND_PER","Q","2001-Q3",5017.534,
"AUS","EMP","MEN","THND_PER","Q","2001-Q4",5033.59,
"AUS","EMP","MEN","THND_PER","Q","2002-Q1",5060.079,
"AUS","EMP","MEN","THND_PER","Q","2002-Q2",5089.426,
"AUS","EMP","MEN","THND_PER","Q","2002-Q3",5108.299,
"AUS","EMP","MEN","THND_PER","Q","2002-Q4",5134.325,
"AUS","EMP","MEN","THND_PER","Q","2003-Q1",5175.021,
"AUS","EMP","MEN","THND_PER","Q","2003-Q2",5156.956,
"AUS","EMP","MEN","THND_PER","Q","2003-Q3",5186.814,
"AUS","EMP","MEN","THND_PER","Q","2003-Q4",5237.245,
"AUS","EMP","MEN","THND_PER","Q","2004-Q1",5266.843,
"AUS","EMP","MEN","THND_PER","Q","2004-Q2",5282.375,
"AUS","EMP","MEN","THND_PER","Q","2004-Q3",5288.774,
"AUS","EMP","MEN","THND_PER","Q","2004-Q4",5340.499,
"AUS","EMP","MEN","THND_PER","Q","2005-Q1",5393.176,
"AUS","EMP","MEN","THND_PER","Q","2005-Q2",5439.039,
"AUS","EMP","MEN","THND_PER","Q","2005-Q3",5464.604,
"AUS","EMP","MEN","THND_PER","Q","2005-Q4",5464.945,
"AUS","EMP","MEN","THND_PER","Q","2006-Q1",5494.539,
"AUS","EMP","MEN","THND_PER","Q","2006-Q2",5530.352,
"AUS","EMP","MEN","THND_PER","Q","2006-Q3",5587.028,
"AUS","EMP","MEN","THND_PER","Q","2006-Q4",5619.807,
"AUS","EMP","MEN","THND_PER","Q","2007-Q1",5662.004,
"AUS","EMP","MEN","THND_PER","Q","2007-Q2",5722.251,
"AUS","EMP","MEN","THND_PER","Q","2007-Q3",5759.979,
"AUS","EMP","MEN","THND_PER","Q","2007-Q4",5780.973,
"AUS","EMP","MEN","THND_PER","Q","2008-Q1",5840.522,
"AUS","EMP","MEN","THND_PER","Q","2008-Q2",5865.168,
"AUS","EMP","MEN","THND_PER","Q","2008-Q3",5902.596,
"AUS","EMP","MEN","THND_PER","Q","2008-Q4",5902.379,
"AUS","EMP","MEN","THND_PER","Q","2009-Q1",5867.546,
"AUS","EMP","MEN","THND_PER","Q","2009-Q2",5849.515,
"AUS","EMP","MEN","THND_PER","Q","2009-Q3",5880.12,
"AUS","EMP","MEN","THND_PER","Q","2009-Q4",5910.323,
"AUS","EMP","MEN","THND_PER","Q","2010-Q1",5965.229,
"AUS","EMP","MEN","THND_PER","Q","2010-Q2",5982.729,
"AUS","EMP","MEN","THND_PER","Q","2010-Q3",6039.704,
"AUS","EMP","MEN","THND_PER","Q","2010-Q4",6092.304,
"AUS","EMP","MEN","THND_PER","Q","2011-Q1",6118.06,
"AUS","EMP","MEN","THND_PER","Q","2011-Q2",6091.443,
"AUS","EMP","MEN","THND_PER","Q","2011-Q3",6101.995,
"AUS","EMP","MEN","THND_PER","Q","2011-Q4",6119.651,
"AUS","EMP","MEN","THND_PER","Q","2012-Q1",6144.847,
"AUS","EMP","MEN","THND_PER","Q","2012-Q2",6161.193,
"AUS","EMP","MEN","THND_PER","Q","2012-Q3",6157.507,
"AUS","EMP","MEN","THND_PER","Q","2012-Q4",6186.947,
"AUS","EMP","MEN","THND_PER","Q","2013-Q1",6205.009,
"AUS","EMP","MEN","THND_PER","Q","2013-Q2",6209.383,
"AUS","EMP","MEN","THND_PER","Q","2013-Q3",6201.801,
"AUS","EMP","MEN","THND_PER","Q","2013-Q4",6188.428,
"AUS","EMP","MEN","THND_PER","Q","2014-Q1",6211.334,
"AUS","EMP","MEN","THND_PER","Q","2014-Q2",6223.867,
"AUS","EMP","MEN","THND_PER","Q","2014-Q3",6236.46,
"AUS","EMP","MEN","THND_PER","Q","2014-Q4",6249.83,
"AUS","EMP","MEN","THND_PER","Q","2015-Q1",6295.755,
"AUS","EMP","MEN","THND_PER","Q","2015-Q2",6308.086,
"AUS","EMP","MEN","THND_PER","Q","2015-Q3",6329.991,
"AUS","EMP","MEN","THND_PER","Q","2015-Q4",6369.728,
"AUS","EMP","MEN","THND_PER","Q","2016-Q1",6390.681,
"AUS","EMP","MEN","THND_PER","Q","2016-Q2",6384.93,
"AUS","EMP","MEN","THND_PER","Q","2016-Q3",6401.08,
"AUS","EMP","MEN","THND_PER","Q","2016-Q4",6412.368,
"AUS","EMP","MEN","THND_PER","Q","2017-Q1",6437.579,
"AUS","EMP","TOT","THND_PER","Q","1967-Q1",4883.2,
"AUS","EMP","TOT","THND_PER","Q","1967-Q2",4907.3,
"AUS","EMP","TOT","THND_PER","Q","1967-Q3",4945.7,
"AUS","EMP","TOT","THND_PER","Q","1967-Q4",4975.6,
"AUS","EMP","TOT","THND_PER","Q","1968-Q1",5000.6,
"AUS","EMP","TOT","THND_PER","Q","1968-Q2",5032.7,
"AUS","EMP","TOT","THND_PER","Q","1968-Q3",5068.7,
"AUS","EMP","TOT","THND_PER","Q","1968-Q4",5082.1,
"AUS","EMP","TOT","THND_PER","Q","1969-Q1",5137.3,
"AUS","EMP","TOT","THND_PER","Q","1969-Q2",5159.2,
"AUS","EMP","TOT","THND_PER","Q","1969-Q3",5196.4,
"AUS","EMP","TOT","THND_PER","Q","1969-Q4",5255.7,
"AUS","EMP","TOT","THND_PER","Q","1970-Q1",5318.4,
"AUS","EMP","TOT","THND_PER","Q","1970-Q2",5370.5,
"AUS","EMP","TOT","THND_PER","Q","1970-Q3",5410,
"AUS","EMP","TOT","THND_PER","Q","1970-Q4",5448.9,
"AUS","EMP","TOT","THND_PER","Q","1971-Q1",5480.8,
"AUS","EMP","TOT","THND_PER","Q","1971-Q2",5524.6,
"AUS","EMP","TOT","THND_PER","Q","1971-Q3",5532,
"AUS","EMP","TOT","THND_PER","Q","1971-Q4",5526.9,
"AUS","EMP","TOT","THND_PER","Q","1972-Q1",5536,
"AUS","EMP","TOT","THND_PER","Q","1972-Q2",5564.4,
"AUS","EMP","TOT","THND_PER","Q","1972-Q3",5628.6,
"AUS","EMP","TOT","THND_PER","Q","1972-Q4",5674.1,
"AUS","EMP","TOT","THND_PER","Q","1973-Q1",5703.8,
"AUS","EMP","TOT","THND_PER","Q","1973-Q2",5714.5,
"AUS","EMP","TOT","THND_PER","Q","1973-Q3",5804.8,
"AUS","EMP","TOT","THND_PER","Q","1973-Q4",5835.8,
"AUS","EMP","TOT","THND_PER","Q","1974-Q1",5900,
"AUS","EMP","TOT","THND_PER","Q","1974-Q2",5910.6,
"AUS","EMP","TOT","THND_PER","Q","1974-Q3",5878.9,
"AUS","EMP","TOT","THND_PER","Q","1974-Q4",5874.9,
"AUS","EMP","TOT","THND_PER","Q","1975-Q1",5827.9,
"AUS","EMP","TOT","THND_PER","Q","1975-Q2",5840.9,
"AUS","EMP","TOT","THND_PER","Q","1975-Q3",5865.8,
"AUS","EMP","TOT","THND_PER","Q","1975-Q4",5930.5,
"AUS","EMP","TOT","THND_PER","Q","1976-Q1",5951.2,
"AUS","EMP","TOT","THND_PER","Q","1976-Q2",5968.5,
"AUS","EMP","TOT","THND_PER","Q","1976-Q3",5922.1,
"AUS","EMP","TOT","THND_PER","Q","1976-Q4",5942.5,
"AUS","EMP","TOT","THND_PER","Q","1977-Q1",5989.2,
"AUS","EMP","TOT","THND_PER","Q","1977-Q2",6008.2,
"AUS","EMP","TOT","THND_PER","Q","1977-Q3",6018.9,
"AUS","EMP","TOT","THND_PER","Q","1977-Q4",5984.2,"B"
"AUS","EMP","TOT","THND_PER","Q","1978-Q1",5999.063,
"AUS","EMP","TOT","THND_PER","Q","1978-Q2",6030.855,
"AUS","EMP","TOT","THND_PER","Q","1978-Q3",6033.41,
"AUS","EMP","TOT","THND_PER","Q","1978-Q4",6037.729,
"AUS","EMP","TOT","THND_PER","Q","1979-Q1",6056.356,
"AUS","EMP","TOT","THND_PER","Q","1979-Q2",6076.409,
"AUS","EMP","TOT","THND_PER","Q","1979-Q3",6106.878,
"AUS","EMP","TOT","THND_PER","Q","1979-Q4",6170.711,
"AUS","EMP","TOT","THND_PER","Q","1980-Q1",6218.55,
"AUS","EMP","TOT","THND_PER","Q","1980-Q2",6260.252,
"AUS","EMP","TOT","THND_PER","Q","1980-Q3",6310.701,
"AUS","EMP","TOT","THND_PER","Q","1980-Q4",6327.275,
"AUS","EMP","TOT","THND_PER","Q","1981-Q1",6366.575,
"AUS","EMP","TOT","THND_PER","Q","1981-Q2",6408.043,
"AUS","EMP","TOT","THND_PER","Q","1981-Q3",6434.958,
"AUS","EMP","TOT","THND_PER","Q","1981-Q4",6423.805,
"AUS","EMP","TOT","THND_PER","Q","1982-Q1",6451.244,
"AUS","EMP","TOT","THND_PER","Q","1982-Q2",6433.489,
"AUS","EMP","TOT","THND_PER","Q","1982-Q3",6410.339,
"AUS","EMP","TOT","THND_PER","Q","1982-Q4",6346.254,
"AUS","EMP","TOT","THND_PER","Q","1983-Q1",6277.282,
"AUS","EMP","TOT","THND_PER","Q","1983-Q2",6254.317,
"AUS","EMP","TOT","THND_PER","Q","1983-Q3",6290.619,
"AUS","EMP","TOT","THND_PER","Q","1983-Q4",6348.417,
"AUS","EMP","TOT","THND_PER","Q","1984-Q1",6402.717,
"AUS","EMP","TOT","THND_PER","Q","1984-Q2",6476.711,
"AUS","EMP","TOT","THND_PER","Q","1984-Q3",6517.541,
"AUS","EMP","TOT","THND_PER","Q","1984-Q4",6544.414,
"AUS","EMP","TOT","THND_PER","Q","1985-Q1",6595.763,
"AUS","EMP","TOT","THND_PER","Q","1985-Q2",6636.352,
"AUS","EMP","TOT","THND_PER","Q","1985-Q3",6726.802,
"AUS","EMP","TOT","THND_PER","Q","1985-Q4",6809.56,
"AUS","EMP","TOT","THND_PER","Q","1986-Q1",6886.775,"B"
"AUS","EMP","TOT","THND_PER","Q","1986-Q2",6978.677,
"AUS","EMP","TOT","THND_PER","Q","1986-Q3",6982.388,
"AUS","EMP","TOT","THND_PER","Q","1986-Q4",7015.357,
"AUS","EMP","TOT","THND_PER","Q","1987-Q1",7048.393,
"AUS","EMP","TOT","THND_PER","Q","1987-Q2",7098.06,
"AUS","EMP","TOT","THND_PER","Q","1987-Q3",7151.667,
"AUS","EMP","TOT","THND_PER","Q","1987-Q4",7184.803,
"AUS","EMP","TOT","THND_PER","Q","1988-Q1",7299.538,
"AUS","EMP","TOT","THND_PER","Q","1988-Q2",7352.651,
"AUS","EMP","TOT","THND_PER","Q","1988-Q3",7411.664,
"AUS","EMP","TOT","THND_PER","Q","1988-Q4",7490.396,
"AUS","EMP","TOT","THND_PER","Q","1989-Q1",7593.212,
"AUS","EMP","TOT","THND_PER","Q","1989-Q2",7690.675,
"AUS","EMP","TOT","THND_PER","Q","1989-Q3",7763.818,
"AUS","EMP","TOT","THND_PER","Q","1989-Q4",7820.765,
"AUS","EMP","TOT","THND_PER","Q","1990-Q1",7847.356,
"AUS","EMP","TOT","THND_PER","Q","1990-Q2",7886.998,
"AUS","EMP","TOT","THND_PER","Q","1990-Q3",7869.735,
"AUS","EMP","TOT","THND_PER","Q","1990-Q4",7816.349,
"AUS","EMP","TOT","THND_PER","Q","1991-Q1",7736.842,
"AUS","EMP","TOT","THND_PER","Q","1991-Q2",7681.27,
"AUS","EMP","TOT","THND_PER","Q","1991-Q3",7636.635,
"AUS","EMP","TOT","THND_PER","Q","1991-Q4",7609.174,
"AUS","EMP","TOT","THND_PER","Q","1992-Q1",7638.678,
"AUS","EMP","TOT","THND_PER","Q","1992-Q2",7625.598,
"AUS","EMP","TOT","THND_PER","Q","1992-Q3",7651.492,
"AUS","EMP","TOT","THND_PER","Q","1992-Q4",7603.679,
"AUS","EMP","TOT","THND_PER","Q","1993-Q1",7621.027,
"AUS","EMP","TOT","THND_PER","Q","1993-Q2",7615.953,
"AUS","EMP","TOT","THND_PER","Q","1993-Q3",7648.99,
"AUS","EMP","TOT","THND_PER","Q","1993-Q4",7730.836,
"AUS","EMP","TOT","THND_PER","Q","1994-Q1",7787.045,
"AUS","EMP","TOT","THND_PER","Q","1994-Q2",7846.29,
"AUS","EMP","TOT","THND_PER","Q","1994-Q3",7953.111,
"AUS","EMP","TOT","THND_PER","Q","1994-Q4",8000.306,
"AUS","EMP","TOT","THND_PER","Q","1995-Q1",8081.662,
"AUS","EMP","TOT","THND_PER","Q","1995-Q2",8175.162,
"AUS","EMP","TOT","THND_PER","Q","1995-Q3",8222.133,
"AUS","EMP","TOT","THND_PER","Q","1995-Q4",8263.351,
"AUS","EMP","TOT","THND_PER","Q","1996-Q1",8280.437,
"AUS","EMP","TOT","THND_PER","Q","1996-Q2",8299.773,
"AUS","EMP","TOT","THND_PER","Q","1996-Q3",8300.279,
"AUS","EMP","TOT","THND_PER","Q","1996-Q4",8308.402,
"AUS","EMP","TOT","THND_PER","Q","1997-Q1",8336.53,
"AUS","EMP","TOT","THND_PER","Q","1997-Q2",8333.412,
"AUS","EMP","TOT","THND_PER","Q","1997-Q3",8357.953,
"AUS","EMP","TOT","THND_PER","Q","1997-Q4",8422.483,
"AUS","EMP","TOT","THND_PER","Q","1998-Q1",8449.818,
"AUS","EMP","TOT","THND_PER","Q","1998-Q2",8493.387,
"AUS","EMP","TOT","THND_PER","Q","1998-Q3",8540.822,
"AUS","EMP","TOT","THND_PER","Q","1998-Q4",8576.36,
"AUS","EMP","TOT","THND_PER","Q","1999-Q1",8599.917,
"AUS","EMP","TOT","THND_PER","Q","1999-Q2",8631.168,
"AUS","EMP","TOT","THND_PER","Q","1999-Q3",8688.848,
"AUS","EMP","TOT","THND_PER","Q","1999-Q4",8759.128,
"AUS","EMP","TOT","THND_PER","Q","2000-Q1",8787.019,
"AUS","EMP","TOT","THND_PER","Q","2000-Q2",8883.96,
"AUS","EMP","TOT","THND_PER","Q","2000-Q3",8987.786,
"AUS","EMP","TOT","THND_PER","Q","2000-Q4",8935.573,
"AUS","EMP","TOT","THND_PER","Q","2001-Q1",8955.204,
"AUS","EMP","TOT","THND_PER","Q","2001-Q2",9008.462,
"AUS","EMP","TOT","THND_PER","Q","2001-Q3",9032.46,
"AUS","EMP","TOT","THND_PER","Q","2001-Q4",9060.722,
"AUS","EMP","TOT","THND_PER","Q","2002-Q1",9116.203,
"AUS","EMP","TOT","THND_PER","Q","2002-Q2",9137.922,
"AUS","EMP","TOT","THND_PER","Q","2002-Q3",9205.44,
"AUS","EMP","TOT","THND_PER","Q","2002-Q4",9282.114,
"AUS","EMP","TOT","THND_PER","Q","2003-Q1",9382.668,
"AUS","EMP","TOT","THND_PER","Q","2003-Q2",9361.166,
"AUS","EMP","TOT","THND_PER","Q","2003-Q3",9383.423,
"AUS","EMP","TOT","THND_PER","Q","2003-Q4",9440.397,
"AUS","EMP","TOT","THND_PER","Q","2004-Q1",9475.206,
"AUS","EMP","TOT","THND_PER","Q","2004-Q2",9520.257,
"AUS","EMP","TOT","THND_PER","Q","2004-Q3",9554.066,
"AUS","EMP","TOT","THND_PER","Q","2004-Q4",9672.147,
"AUS","EMP","TOT","THND_PER","Q","2005-Q1",9777.07,
"AUS","EMP","TOT","THND_PER","Q","2005-Q2",9859.224,
"AUS","EMP","TOT","THND_PER","Q","2005-Q3",9923.368,
"AUS","EMP","TOT","THND_PER","Q","2005-Q4",9944.872,
"AUS","EMP","TOT","THND_PER","Q","2006-Q1",9992.289,
"AUS","EMP","TOT","THND_PER","Q","2006-Q2",10072.64,
"AUS","EMP","TOT","THND_PER","Q","2006-Q3",10186.68,
"AUS","EMP","TOT","THND_PER","Q","2006-Q4",10234.37,
"AUS","EMP","TOT","THND_PER","Q","2007-Q1",10304.41,
"AUS","EMP","TOT","THND_PER","Q","2007-Q2",10396.62,
"AUS","EMP","TOT","THND_PER","Q","2007-Q3",10480.34,
"AUS","EMP","TOT","THND_PER","Q","2007-Q4",10547.92,
"AUS","EMP","TOT","THND_PER","Q","2008-Q1",10644.99,
"AUS","EMP","TOT","THND_PER","Q","2008-Q2",10706.58,
"AUS","EMP","TOT","THND_PER","Q","2008-Q3",10772.71,
"AUS","EMP","TOT","THND_PER","Q","2008-Q4",10784.82,
"AUS","EMP","TOT","THND_PER","Q","2009-Q1",10787.82,
"AUS","EMP","TOT","THND_PER","Q","2009-Q2",10773.1,
"AUS","EMP","TOT","THND_PER","Q","2009-Q3",10797.88,
"AUS","EMP","TOT","THND_PER","Q","2009-Q4",10851.92,
"AUS","EMP","TOT","THND_PER","Q","2010-Q1",10925.77,
"AUS","EMP","TOT","THND_PER","Q","2010-Q2",10955.29,
"AUS","EMP","TOT","THND_PER","Q","2010-Q3",11053.88,
"AUS","EMP","TOT","THND_PER","Q","2010-Q4",11144.96,
"AUS","EMP","TOT","THND_PER","Q","2011-Q1",11194.8,
"AUS","EMP","TOT","THND_PER","Q","2011-Q2",11185.59,
"AUS","EMP","TOT","THND_PER","Q","2011-Q3",11225.89,
"AUS","EMP","TOT","THND_PER","Q","2011-Q4",11245.03,
"AUS","EMP","TOT","THND_PER","Q","2012-Q1",11298.83,
"AUS","EMP","TOT","THND_PER","Q","2012-Q2",11336.8,
"AUS","EMP","TOT","THND_PER","Q","2012-Q3",11359.84,
"AUS","EMP","TOT","THND_PER","Q","2012-Q4",11386.51,
"AUS","EMP","TOT","THND_PER","Q","2013-Q1",11446.96,
"AUS","EMP","TOT","THND_PER","Q","2013-Q2",11457.12,
"AUS","EMP","TOT","THND_PER","Q","2013-Q3",11454.62,
"AUS","EMP","TOT","THND_PER","Q","2013-Q4",11439.95,
"AUS","EMP","TOT","THND_PER","Q","2014-Q1",11484.95,
"AUS","EMP","TOT","THND_PER","Q","2014-Q2",11517.9,
"AUS","EMP","TOT","THND_PER","Q","2014-Q3",11543.63,
"AUS","EMP","TOT","THND_PER","Q","2014-Q4",11553.91,
"AUS","EMP","TOT","THND_PER","Q","2015-Q1",11644.45,
"AUS","EMP","TOT","THND_PER","Q","2015-Q2",11697.16,
"AUS","EMP","TOT","THND_PER","Q","2015-Q3",11764.63,
"AUS","EMP","TOT","THND_PER","Q","2015-Q4",11870.98,
"AUS","EMP","TOT","THND_PER","Q","2016-Q1",11900.24,
"AUS","EMP","TOT","THND_PER","Q","2016-Q2",11922.53,
"AUS","EMP","TOT","THND_PER","Q","2016-Q3",11944.21,
"AUS","EMP","TOT","THND_PER","Q","2016-Q4",11968.27,
"AUS","EMP","TOT","THND_PER","Q","2017-Q1",12020.68,
"AUS","EMP","WOMEN","THND_PER","Q","1965-Q1",1365.406,
"AUS","EMP","WOMEN","THND_PER","Q","1965-Q2",1384.917,
"AUS","EMP","WOMEN","THND_PER","Q","1965-Q3",1396.863,
"AUS","EMP","WOMEN","THND_PER","Q","1965-Q4",1436.145,
"AUS","EMP","WOMEN","THND_PER","Q","1966-Q1",1415.073,
"AUS","EMP","WOMEN","THND_PER","Q","1966-Q2",1424.816,
